bus_id,phase,scenario,p_pu,q_pu
B86,a,h041,-0.000768,-0.00015594905136691523
B91,a,h041,-0.00192,-0.00038987262841728813
B94,b,h041,-0.006144,-0.0012475924109353219
B95,b,h041,-0.005376000000000001,-0.0010916433595684067
B97,c,h041,-0.004608,-0.0009356943082014914
B100,a,h041,-0.003456,-0.0007017707311511186
B13,a,h042,-0.008064,-0.00163746503935261
B26,c,h042,-0.003456,-0.0007017707311511186
B27,c,h042,-0.001152,-0.00023392357705037285
B29,c,h042,-0.000768,-0.00015594905136691523
B30,c,h042,-0.000768,-0.00015594905136691523
B32,c,h042,-0.003072,-0.0006237962054676609
B40,a,h042,-0.000384,-0.0004678471541007457
B52,c,h042,-0.003456,-0.0007017707311511186
B61,c,h042,-0.000384,-7.797452568345762e-5
B78,c,h042,-0.0026880000000000003,-0.0005458216797842034
B79,c,h042,-0.000384,-7.797452568345762e-5
B80,c,h042,-0.00192,-0.00038987262841728813
B85,a,h042,-0.002304,-0.0004678471541007457
B86,a,h042,-0.001152,-0.00023392357705037285
B91,a,h042,-0.012672000000000001,-0.002573159347554101
B94,b,h042,-0.00576,-0.0011696178852518642
B95,b,h042,-0.00576,-0.0011696178852518642
B97,c,h042,-0.003072,-0.0006237962054676609
B100,a,h042,-0.00384,-0.0007797452568345763
B13,a,h043,-0.006144,-0.0012475924109353219
B26,c,h043,-0.001152,-0.00023392357705037285
B27,c,h043,-0.00192,-0.00038987262841728813
B29,c,h043,-0.000768,-0.00015594905136691523
B30,c,h043,-0.000768,-0.00015594905136691523
B32,c,h043,-0.004224,-0.0008577197825180339
B40,a,h043,-0.00192,-0.0004678471541007457
B52,c,h043,-0.003072,-0.0006237962054676609
B78,c,h043,-0.000768,-0.00015594905136691523
B79,c,h043,-0.001536,-0.00031189810273383046
B80,c,h043,-0.00192,-0.00038987262841728813
B85,a,h043,-0.003456,-0.0007017707311511186
B86,a,h043,-0.000768,-0.00015594905136691523
B91,a,h043,-0.001152,-0.00023392357705037285
B94,b,h043,-0.004992,-0.001013668833884949
B95,b,h043,-0.005376000000000001,-0.0010916433595684067
B97,c,h043,-0.005376000000000001,-0.0010916433595684067
B100,a,h043,-0.00384,-0.0007797452568345763
B13,a,h044,-0.003456,-0.0007017707311511186
B26,c,h044,-0.001152,-0.00023392357705037285
B27,c,h044,-0.001536,-0.00031189810273383046
B29,c,h044,-0.001536,-0.00031189810273383046
B30,c,h044,-0.001152,-0.00023392357705037285
B32,c,h044,-0.0026880000000000003,-0.0005458216797842034
B40,a,h044,-0.00192,-0.00038987262841728813
B52,c,h044,-0.003456,-0.0007017707311511186
B78,c,h044,-0.001536,-0.00031189810273383046
B79,c,h044,-0.001536,-0.00031189810273383046
B80,c,h044,-0.002304,-0.0004678471541007457
B85,a,h044,-0.00192,-0.00038987262841728813
B86,a,h044,-0.001536,-0.00031189810273383046
B91,a,h044,-0.003072,-0.0006237962054676609
B94,b,h044,-0.005376000000000001,-0.0010916433595684067
B95,b,h044,-0.006144,-0.0012475924109353219
B97,c,h044,-0.0026880000000000003,-0.0005458216797842034
B100,a,h044,-0.003072,-0.0006237962054676609
B13,a,h045,-0.003072,-0.0006237962054676609
B26,c,h045,-0.000768,-0.00015594905136691523
B27,c,h045,-0.004224,-0.0008577197825180339
B29,c,h045,-0.002304,-0.0004678471541007457
B30,c,h045,-0.000768,-0.00015594905136691523
B32,c,h045,-0.0026880000000000003,-0.0005458216797842034
B40,a,h045,-0.0026880000000000003,-0.0005458216797842034
B52,c,h045,-0.003072,-0.0006237962054676609
B61,c,h045,-0.000768,-0.00015594905136691523
B78,c,h045,-0.001536,-0.00031189810273383046
B79,c,h045,-0.001152,-0.00023392357705037285
B80,c,h045,-0.003456,-0.0007017707311511186
B85,a,h045,-0.00384,-0.0007797452568345763
B86,a,h045,-0.001152,-0.00023392357705037285
B91,a,h045,-0.010752000000000001,-0.0021832867191368135
B94,b,h045,-0.004992,-0.001013668833884949
B95,b,h045,-0.006144,-0.0012475924109353219
B97,c,h045,-0.003072,-0.0006237962054676609
B100,a,h045,-0.00384,-0.0007797452568345763
B13,a,h046,-0.002304,-0.0004678471541007457
B26,c,h046,-0.00192,-0.00038987262841728813
B27,c,h046,-0.006144,-0.0012475924109353219
B29,c,h046,-0.001536,-0.00031189810273383046
B30,c,h046,-0.000768,-0.00015594905136691523
B32,c,h046,-0.0026880000000000003,-0.0005458216797842034
B40,a,h046,-0.001152,-0.00023392357705037285
B52,c,h046,-0.003072,-0.0006237962054676609
B61,c,h046,-0.000384,-7.797452568345762e-5
B78,c,h046,-0.001536,-0.00031189810273383046
B79,c,h046,-0.001536,-0.00031189810273383046
B80,c,h046,-0.0026880000000000003,-0.0005458216797842034
B85,a,h046,-0.00192,-0.00038987262841728813
B86,a,h046,-0.003072,-0.0006237962054676609
B91,a,h046,-0.001536,-0.00031189810273383046
B94,b,h046,-0.004608,-0.0009356943082014914
B95,b,h046,-0.00576,-0.0011696178852518642
B97,c,h046,-0.002304,-0.0004678471541007457
B100,a,h046,-0.003072,-0.0006237962054676609
B13,a,h047,-0.001536,-0.00031189810273383046
B26,c,h047,-0.001536,-0.00031189810273383046
B27,c,h047,-0.0026880000000000003,-0.0005458216797842034
B29,c,h047,-0.004608,-0.0009356943082014914
B30,c,h047,-0.00192,-0.00038987262841728813
B32,c,h047,-0.0026880000000000003,-0.0005458216797842034
B40,a,h047,-0.001536,-0.00031189810273383046
B52,c,h047,-0.003456,-0.0007017707311511186
B61,c,h047,-0.000768,-0.00015594905136691523
B78,c,h047,-0.001536,-0.00031189810273383046
B79,c,h047,-0.000768,-0.00015594905136691523
B80,c,h047,-0.003072,-0.0006237962054676609
B85,a,h047,-0.00192,-0.00038987262841728813
B86,a,h047,-0.000384,-7.797452568345762e-5
B91,a,h047,-0.003456,-0.0007017707311511186
B94,b,h047,-0.004608,-0.0009356943082014914
B95,b,h047,-0.005376000000000001,-0.0010916433595684067
B97,c,h047,-0.0026880000000000003,-0.0005458216797842034
B100,a,h047,-0.003456,-0.0007017707311511186
B13,a,h048,-0.001536,-0.00031189810273383046
B26,c,h048,-0.001536,-0.00031189810273383046
B27,c,h048,-0.000768,-0.00015594905136691523
B29,c,h048,-0.00384,-0.0007797452568345763
B30,c,h048,-0.000768,-0.00015594905136691523
B32,c,h048,-0.002304,-0.0004678471541007457
B40,a,h048,-0.001536,-0.00031189810273383046
B52,c,h048,-0.003456,-0.0007017707311511186
B78,c,h048,-0.001152,-0.00023392357705037285
B79,c,h048,-0.000768,-0.00015594905136691523
B80,c,h048,-0.0026880000000000003,-0.0005458216797842034
B85,a,h048,-0.00192,-0.00038987262841728813
B86,a,h048,-0.000768,-0.00015594905136691523
B91,a,h048,-0.000768,-0.00015594905136691523
B94,b,h048,-0.005376000000000001,-0.0010916433595684067
B95,b,h048,-0.00576,-0.0011696178852518642
B97,c,h048,-0.00192,-0.00038987262841728813
B100,a,h048,-0.003456,-0.0007017707311511186
B13,a,h049,-0.001536,-0.00031189810273383046
B26,c,h049,-0.001536,-0.00031189810273383046
B27,c,h049,-0.001152,-0.00023392357705037285
B29,c,h049,-0.000768,-0.00015594905136691523
B30,c,h049,-0.000384,-7.797452568345762e-5
B32,c,h049,-0.0026880000000000003,-0.0005458216797842034
B40,a,h049,-0.001536,-0.00031189810273383046
B52,c,h049,-0.005376000000000001,-0.0010916433595684067
B61,c,h049,-0.000768,-0.00015594905136691523
B73,b,h049,-0.000384,-7.797452568345762e-5
B78,c,h049,-0.004608,-0.0009356943082014914
B79,c,h049,-0.000384,-7.797452568345762e-5
B80,c,h049,-0.002304,-0.0004678471541007457
B85,a,h049,-0.000768,-0.00015594905136691523
B86,a,h049,-0.000384,-7.797452568345762e-5
B91,a,h049,-0.00192,-0.00038987262841728813
B94,b,h049,-0.004608,-0.0009356943082014914
B95,b,h049,-0.005376000000000001,-0.0010916433595684067
B97,c,h049,-0.002304,-0.0004678471541007457
B100,a,h049,-0.003456,-0.0007017707311511186
B13,a,h050,-0.00192,-0.00038987262841728813
B26,c,h050,-0.001152,-0.00023392357705037285
B27,c,h050,-0.000768,-0.00015594905136691523
B29,c,h050,-0.001152,-0.00023392357705037285
B30,c,h050,-0.000384,-7.797452568345762e-5
B32,c,h050,-0.0026880000000000003,-0.0005458216797842034
B40,a,h050,-0.001536,-0.00031189810273383046
B52,c,h050,-0.003456,-0.0007017707311511186
B61,c,h050,-0.001152,-0.00023392357705037285
B78,c,h050,-0.003456,-0.0007017707311511186
B79,c,h050,-0.000768,-0.00015594905136691523
B80,c,h050,-0.003072,-0.0006237962054676609
B85,a,h050,-0.000768,-0.00015594905136691523
B86,a,h050,-0.000384,-7.797452568345762e-5
B91,a,h050,-0.000768,-0.00015594905136691523
B94,b,h050,-0.004992,-0.001013668833884949
B95,b,h050,-0.005376000000000001,-0.0010916433595684067
B97,c,h050,-0.0026880000000000003,-0.0005458216797842034
B100,a,h050,-0.003456,-0.0007017707311511186
B13,a,h051,-0.001152,-0.00023392357705037285
B26,c,h051,-0.00192,-0.00038987262841728813
B27,c,h051,-0.001152,-0.00023392357705037285
B29,c,h051,-0.001536,-0.00031189810273383046
B30,c,h051,-0.000768,-0.00015594905136691523
B32,c,h051,-0.0026880000000000003,-0.0005458216797842034
B40,a,h051,-0.001536,-0.00031189810273383046
B52,c,h051,-0.00384,-0.0007797452568345763
B61,c,h051,-0.001152,-0.00023392357705037285
B78,c,h051,-0.008832,-0.0017934140907195253
B79,c,h051,-0.000384,-7.797452568345762e-5
B80,c,h051,-0.003072,-0.0006237962054676609
B85,a,h051,-0.001536,-0.00031189810273383046
B86,a,h051,-0.001536,-0.00031189810273383046
B91,a,h051,-0.000384,-7.797452568345762e-5
B94,b,h051,-0.005376000000000001,-0.0010916433595684067
B95,b,h051,-0.005376000000000001,-0.0010916433595684067
B97,c,h051,-0.002304,-0.0004678471541007457
B100,a,h051,-0.003456,-0.0007017707311511186
B13,a,h052,-0.001536,-0.00031189810273383046
B26,c,h052,-0.00192,-0.00038987262841728813
B27,c,h052,-0.001152,-0.00023392357705037285
B29,c,h052,-0.00192,-0.00038987262841728813
B30,c,h052,-0.000768,-0.00015594905136691523
B32,c,h052,-0.0026880000000000003,-0.0005458216797842034
B40,a,h052,-0.001536,-0.00031189810273383046
B52,c,h052,-0.003072,-0.0006237962054676609
B61,c,h052,-0.001152,-0.00023392357705037285
B78,c,h052,-0.004224,-0.0008577197825180339
B79,c,h052,-0.002304,-0.0004678471541007457
B80,c,h052,-0.0026880000000000003,-0.0005458216797842034
B85,a,h052,-0.001152,-0.00023392357705037285
B86,a,h052,-0.000768,-0.00015594905136691523
B91,a,h052,-0.000384,-7.797452568345762e-5
B94,b,h052,-0.004992,-0.001013668833884949
B95,b,h052,-0.004992,-0.001013668833884949
B97,c,h052,-0.002304,-0.0004678471541007457
B100,a,h052,-0.003072,-0.0006237962054676609
B13,a,h053,-0.00192,-0.00038987262841728813
B26,c,h053,-0.001152,-0.00023392357705037285
B27,c,h053,-0.00384,-0.0007797452568345763
B29,c,h053,-0.001152,-0.00023392357705037285
B30,c,h053,-0.000384,-7.797452568345762e-5
B32,c,h053,-0.002304,-0.0004678471541007457
B40,a,h053,-0.001536,-0.00031189810273383046
B52,c,h053,-0.00384,-0.0007797452568345763
B61,c,h053,-0.000768,-0.00015594905136691523
B78,c,h053,-0.003456,-0.0007017707311511186
B79,c,h053,-0.000768,-0.00015594905136691523
B80,c,h053,-0.0026880000000000003,-0.0005458216797842034
B85,a,h053,-0.000768,-0.00015594905136691523
B86,a,h053,-0.000768,-0.00015594905136691523
B91,a,h053,-0.00192,-0.00038987262841728813
B94,b,h053,-0.005376000000000001,-0.0010916433595684067
B95,b,h053,-0.005376000000000001,-0.0010916433595684067
B97,c,h053,-0.0026880000000000003,-0.0005458216797842034
B100,a,h053,-0.003456,-0.0007017707311511186
B13,a,h054,-0.00192,-0.00038987262841728813
B26,c,h054,-0.00192,-0.00038987262841728813
B27,c,h054,-0.00576,-0.0011696178852518642
B29,c,h054,-0.001152,-0.00023392357705037285
B32,c,h054,-0.002304,-0.0004678471541007457
B40,a,h054,-0.00192,-0.00038987262841728813
B52,c,h054,-0.003456,-0.0007017707311511186
B61,c,h054,-0.001152,-0.00023392357705037285
B78,c,h054,-0.011904,-0.0024172102961871863
B79,c,h054,-0.000768,-0.00015594905136691523
B80,c,h054,-0.001536,-0.00031189810273383046
B85,a,h054,-0.002304,-0.0004678471541007457
B86,a,h054,-0.001536,-0.00031189810273383046
B91,a,h054,-0.000384,-7.797452568345762e-5
B94,b,h054,-0.004992,-0.001013668833884949
B95,b,h054,-0.005376000000000001,-0.0010916433595684067
B97,c,h054,-0.00192,-0.00038987262841728813
B100,a,h054,-0.003456,-0.0007017707311511186
B13,a,h055,-0.003072,-0.0006237962054676609
B26,c,h055,-0.002304,-0.0004678471541007457
B27,c,h055,-0.004608,-0.0009356943082014914
B29,c,h055,-0.000768,-0.00015594905136691523
B30,c,h055,-0.001536,-0.00031189810273383046
B32,c,h055,-0.0026880000000000003,-0.0005458216797842034
B40,a,h055,-0.0023040000000000005,-0.0005458216797842034
B52,c,h055,-0.007296,-0.0014815159879856949
B61,c,h055,-0.001152,-0.00023392357705037285
B78,c,h055,-0.00192,-0.00038987262841728813
B79,c,h055,-0.000768,-0.00015594905136691523
B80,c,h055,-0.00192,-0.00038987262841728813
B85,a,h055,-0.001536,-0.00031189810273383046
B86,a,h055,-0.001536,-0.00031189810273383046
B91,a,h055,-0.000384,-7.797452568345762e-5
B94,b,h055,-0.005376000000000001,-0.0010916433595684067
B95,b,h055,-0.00576,-0.0011696178852518642
B97,c,h055,-0.0026880000000000003,-0.0005458216797842034
B100,a,h055,-0.003456,-0.0007017707311511186
B13,a,h056,-0.0026880000000000003,-0.0005458216797842034
B26,c,h056,-0.001152,-0.00023392357705037285
B27,c,h056,-0.0026880000000000003,-0.0005458216797842034
B29,c,h056,-0.000768,-0.00015594905136691523
B30,c,h056,-0.0026880000000000003,-0.0005458216797842034
B32,c,h056,-0.002304,-0.0004678471541007457
B40,a,h056,-0.001536,-0.0006237962054676609
B52,c,h056,-0.006912,-0.0014035414623022372
B61,c,h056,-0.001536,-0.00031189810273383046
B78,c,h056,-0.000384,-7.797452568345762e-5
B79,c,h056,-0.000384,-7.797452568345762e-5
B80,c,h056,-0.000768,-0.00015594905136691523
B85,a,h056,-0.0026880000000000003,-0.0005458216797842034
B86,a,h056,-0.00192,-0.00038987262841728813
B91,a,h056,-0.000384,-7.797452568345762e-5
B94,b,h056,-0.006912,-0.0014035414623022372
B95,b,h056,-0.00576,-0.0011696178852518642
B97,c,h056,-0.0026880000000000003,-0.0005458216797842034
B100,a,h056,-0.003456,-0.0007017707311511186
B13,a,h057,-0.004224,-0.0008577197825180339
B26,c,h057,-0.001536,-0.00031189810273383046
B27,c,h057,-0.004224,-0.0008577197825180339
B29,c,h057,-0.000768,-0.00015594905136691523
B30,c,h057,-0.005376000000000001,-0.0010916433595684067
B32,c,h057,-0.00768,-0.0015594905136691525
B40,a,h057,0.0011519999999999998,-0.0005458216797842034
B52,c,h057,-0.00384,-0.0007797452568345763
B61,c,h057,-0.001536,-0.00031189810273383046
B78,c,h057,-0.000768,-0.00015594905136691523
B79,c,h057,-0.001152,-0.00023392357705037285
B80,c,h057,-0.000384,-7.797452568345762e-5
B85,a,h057,-0.00192,-0.00038987262841728813
B86,a,h057,-0.001152,-0.00023392357705037285
B91,a,h057,-0.000768,-0.00015594905136691523
B94,b,h057,-0.006912,-0.0014035414623022372
B95,b,h057,-0.005376000000000001,-0.0010916433595684067
B97,c,h057,-0.002304,-0.0004678471541007457
B100,a,h057,-0.003456,-0.0007017707311511186
B13,a,h058,-0.003456,-0.0007017707311511186
B26,c,h058,-0.001152,-0.00023392357705037285
B27,c,h058,-0.0026880000000000003,-0.0005458216797842034
B29,c,h058,-0.004608,-0.0009356943082014914
B30,c,h058,-0.000384,-7.797452568345762e-5
B32,c,h058,-0.006144,-0.0012475924109353219
B40,a,h058,0.004224,-0.00031189810273383046
B52,c,h058,-0.003456,-0.0007017707311511186
B61,c,h058,-0.001152,-0.00023392357705037285
B78,c,h058,-0.000768,-0.00015594905136691523
B79,c,h058,-0.00192,-0.00038987262841728813
B80,c,h058,-0.000768,-0.00015594905136691523
B85,a,h058,-0.001536,-0.00031189810273383046
B86,a,h058,-0.002304,-0.0004678471541007457
B91,a,h058,-0.00192,-0.00038987262841728813
B94,b,h058,-0.006528,-0.0013255669366187795
B95,b,h058,-0.005376000000000001,-0.0010916433595684067
B97,c,h058,-0.00192,-0.00038987262841728813
B100,a,h058,-0.003456,-0.0007017707311511186
B13,a,h059,-0.0026880000000000003,-0.0005458216797842034
B26,c,h059,-0.001152,-0.00023392357705037285
B27,c,h059,-0.004992,-0.001013668833884949
B29,c,h059,-0.000768,-0.00015594905136691523
B30,c,h059,-0.00192,-0.00038987262841728813
B32,c,h059,-0.00576,-0.0011696178852518642
B40,a,h059,0.011136,-0.0003898726284172882
B52,c,h059,-0.003072,-0.0006237962054676609
B61,c,h059,-0.001152,-0.00023392357705037285
B78,c,h059,-0.000384,-7.797452568345762e-5
B79,c,h059,-0.000768,-0.00015594905136691523
B80,c,h059,-0.000384,-7.797452568345762e-5
B85,a,h059,-0.003456,-0.0007017707311511186
B86,a,h059,-0.000384,-7.797452568345762e-5
B91,a,h059,-0.008448,-0.0017154395650360679
B94,b,h059,-0.006144,-0.0012475924109353219
B95,b,h059,-0.00576,-0.0011696178852518642
B97,c,h059,-0.002304,-0.0004678471541007457
B100,a,h059,-0.003456,-0.0007017707311511186
B13,a,h060,-0.003072,-0.0006237962054676609
B26,c,h060,-0.001152,-0.00023392357705037285
B27,c,h060,-0.004992,-0.001013668833884949
B29,c,h060,-0.001152,-0.00023392357705037285
B30,c,h060,-0.00192,-0.00038987262841728813
B32,c,h060,-0.001536,-0.00031189810273383046
B40,a,h060,0.017664,-0.000233923577050373
B52,c,h060,-0.00384,-0.0007797452568345763
B61,c,h060,-0.001152,-0.00023392357705037285
B78,c,h060,-0.000768,-0.00015594905136691523
B79,c,h060,-0.000384,-7.797452568345762e-5
B80,c,h060,-0.000384,-7.797452568345762e-5
B85,a,h060,-0.002304,-0.0004678471541007457
B86,a,h060,-0.000384,-7.797452568345762e-5
B91,a,h060,-0.003072,-0.0006237962054676609
B94,b,h060,-0.006528,-0.0013255669366187795
B95,b,h060,-0.005376000000000001,-0.0010916433595684067
B97,c,h060,-0.002304,-0.0004678471541007457
B100,a,h060,-0.003456,-0.0007017707311511186
B13,a,h061,-0.002304,-0.0004678471541007457
B26,c,h061,-0.001152,-0.00023392357705037285
B27,c,h061,-0.004992,-0.001013668833884949
B29,c,h061,-0.001152,-0.00023392357705037285
B30,c,h061,-0.00384,-0.0007797452568345763
B32,c,h061,-0.001152,-0.00023392357705037285
B40,a,h061,0.009216000000000002,-0.00031189810273383046
B52,c,h061,-0.003072,-0.0006237962054676609
B61,c,h061,-0.000768,-0.00015594905136691523
B73,b,h061,-0.000384,-7.797452568345762e-5
B78,c,h061,-0.000768,-0.00015594905136691523
B79,c,h061,-0.000768,-0.00015594905136691523
B80,c,h061,-0.000768,-0.00015594905136691523
B85,a,h061,-0.003456,-0.0007017707311511186
B86,a,h061,-0.000384,-7.797452568345762e-5
B91,a,h061,-0.003072,-0.0006237962054676609
B94,b,h061,-0.006144,-0.0012475924109353219
B95,b,h061,-0.00576,-0.0011696178852518642
B97,c,h061,-0.00192,-0.00038987262841728813
B100,a,h061,-0.00384,-0.0007797452568345763
B13,a,h062,-0.001536,-0.00031189810273383046
B26,c,h062,-0.001152,-0.00023392357705037285
B27,c,h062,-0.004992,-0.001013668833884949
B29,c,h062,-0.001536,-0.00031189810273383046
B30,c,h062,-0.003072,-0.0006237962054676609
B32,c,h062,-0.001152,-0.00023392357705037285
B40,a,h062,0.004992,-0.0005458216797842034
B52,c,h062,-0.003072,-0.0006237962054676609
B61,c,h062,-0.000768,-0.00015594905136691523
B78,c,h062,-0.00192,-0.00038987262841728813
B79,c,h062,-0.002304,-0.0004678471541007457
B80,c,h062,-0.001152,-0.00023392357705037285
B85,a,h062,-0.001536,-0.00031189810273383046
B86,a,h062,-0.00192,-0.00038987262841728813
B91,a,h062,-0.00384,-0.0007797452568345763
B94,b,h062,-0.004608,-0.0009356943082014914
B95,b,h062,-0.00576,-0.0011696178852518642
B97,c,h062,-0.00192,-0.00038987262841728813
B100,a,h062,-0.003456,-0.0007017707311511186
B13,a,h063,-0.003456,-0.0007017707311511186
B26,c,h063,-0.001152,-0.00023392357705037285
B27,c,h063,-0.003456,-0.0007017707311511186
B29,c,h063,-0.001536,-0.00031189810273383046
B30,c,h063,-0.003072,-0.0006237962054676609
B32,c,h063,-0.00192,-0.00038987262841728813
B40,a,h063,0.003456,-0.0003898726284172882
B52,c,h063,-0.005376000000000001,-0.0010916433595684067
B61,c,h063,-0.001152,-0.00023392357705037285
B78,c,h063,-0.000768,-0.00015594905136691523
B79,c,h063,-0.002304,-0.0004678471541007457
B80,c,h063,-0.000768,-0.00015594905136691523
B85,a,h063,-0.001536,-0.00031189810273383046
B86,a,h063,-0.000768,-0.00015594905136691523
B91,a,h063,-0.003072,-0.0006237962054676609
B94,b,h063,-0.005376000000000001,-0.0010916433595684067
B95,b,h063,-0.00576,-0.0011696178852518642
B97,c,h063,-0.002304,-0.0004678471541007457
B100,a,h063,-0.003456,-0.0007017707311511186
B13,a,h064,-0.003072,-0.0006237962054676609
B26,c,h064,-0.001152,-0.00023392357705037285
B27,c,h064,-0.001536,-0.00031189810273383046
B29,c,h064,-0.001536,-0.00031189810273383046
B30,c,h064,-0.001152,-0.00023392357705037285
B32,c,h064,-0.003072,-0.0006237962054676609
B40,a,h064,0.000768,-0.00031189810273383046
B52,c,h064,-0.003456,-0.0007017707311511186
B61,c,h064,-0.001152,-0.00023392357705037285
B78,c,h064,-0.001536,-0.00031189810273383046
B79,c,h064,-0.000768,-0.00015594905136691523
B80,c,h064,-0.00576,-0.0011696178852518642
B85,a,h064,-0.0026880000000000003,-0.0005458216797842034
B86,a,h064,-0.000384,-7.797452568345762e-5
B91,a,h064,-0.004224,-0.0008577197825180339
B94,b,h064,-0.004608,-0.0009356943082014914
B95,b,h064,-0.00576,-0.0011696178852518642
B97,c,h064,-0.00192,-0.00038987262841728813
B100,a,h064,-0.003456,-0.0007017707311511186
B13,a,h065,-0.003072,-0.0006237962054676609
B26,c,h065,-0.001152,-0.00023392357705037285
B27,c,h065,-0.00192,-0.00038987262841728813
B29,c,h065,-0.000768,-0.00015594905136691523
B30,c,h065,-0.000768,-0.00015594905136691523
B32,c,h065,-0.00384,-0.0007797452568345763
B40,a,h065,-0.000384,-0.0004678471541007457
B52,c,h065,-0.00768,-0.0015594905136691525
B61,c,h065,-0.000384,-7.797452568345762e-5
B78,c,h065,-0.003456,-0.0007017707311511186
B79,c,h065,-0.0026880000000000003,-0.0005458216797842034
B80,c,h065,-0.004608,-0.0009356943082014914
B85,a,h065,-0.001536,-0.00031189810273383046
B86,a,h065,-0.000768,-0.00015594905136691523
B91,a,h065,-0.004608,-0.0009356943082014914
B94,b,h065,-0.005376000000000001,-0.0010916433595684067
B95,b,h065,-0.006144,-0.0012475924109353219
B97,c,h065,-0.0026880000000000003,-0.0005458216797842034
B100,a,h065,-0.003456,-0.0007017707311511186
B13,a,h066,-0.0026880000000000003,-0.0005458216797842034
B26,c,h066,-0.00192,-0.00038987262841728813
B27,c,h066,-0.009600000000000001,-0.0019493631420864407
B29,c,h066,-0.001152,-0.00023392357705037285
B30,c,h066,-0.000768,-0.00015594905136691523
B32,c,h066,-0.002304,-0.0004678471541007457
B40,a,h066,-0.001152,-0.00038987262841728813
B52,c,h066,-0.00384,-0.0007797452568345763
B61,c,h066,-0.001536,-0.00031189810273383046
B78,c,h066,-0.006912,-0.0014035414623022372
B79,c,h066,-0.003072,-0.0006237962054676609
B80,c,h066,-0.00576,-0.0011696178852518642
B85,a,h066,-0.00384,-0.0007797452568345763
B86,a,h066,-0.001536,-0.00031189810273383046
B91,a,h066,-0.006912,-0.0014035414623022372
B94,b,h066,-0.004608,-0.0009356943082014914
B95,b,h066,-0.00576,-0.0011696178852518642
B97,c,h066,-0.00192,-0.00038987262841728813
B100,a,h066,-0.003456,-0.0007017707311511186
B13,a,h067,-0.0026880000000000003,-0.0005458216797842034
B26,c,h067,-0.003456,-0.0007017707311511186
B27,c,h067,-0.011136,-0.002261261244820271
B29,c,h067,-0.001536,-0.00031189810273383046
B30,c,h067,-0.002304,-0.0004678471541007457
B32,c,h067,-0.00192,-0.00038987262841728813
B40,a,h067,-0.00192,-0.0004678471541007457
B52,c,h067,-0.006912,-0.0014035414623022372
B61,c,h067,-0.001152,-0.00023392357705037285
B78,c,h067,-0.004224,-0.0008577197825180339
B79,c,h067,-0.000768,-0.00015594905136691523
B80,c,h067,-0.006912,-0.0014035414623022372
B85,a,h067,-0.00384,-0.0007797452568345763
B86,a,h067,-0.002304,-0.0004678471541007457
B91,a,h067,-0.00192,-0.00038987262841728813
B94,b,h067,-0.00768,-0.0015594905136691525
B95,b,h067,-0.00636,-0.0012914530816322668
B97,c,h067,-0.0026880000000000003,-0.0005458216797842034
B100,a,h067,-0.003456,-0.0007017707311511186
B13,a,h068,-0.0026880000000000003,-0.0005458216797842034
B26,c,h068,-0.004224,-0.0008577197825180339
B27,c,h068,-0.005064,-0.0010282890574505974
B29,c,h068,-0.000768,-0.00015594905136691523
B30,c,h068,-0.002904,-0.0005896823504811482
B32,c,h068,-0.002304,-0.0004678471541007457
B40,a,h068,-0.002304,-0.0004678471541007457
B52,c,h068,-0.00768,-0.0015594905136691525
B61,c,h068,-0.001152,-0.00023392357705037285
B78,c,h068,-0.001728,-0.0003508853655755593
B79,c,h068,-0.001536,-0.00031189810273383046
B80,c,h068,-0.008424000000000001,-0.0017105661571808514
B85,a,h068,-0.00192,-0.00038987262841728813
B86,a,h068,-0.00192,-0.00038987262841728813
B91,a,h068,-0.001536,-0.00031189810273383046
B94,b,h068,-0.006528,-0.0013255669366187795
B95,b,h068,-0.00576,-0.0011696178852518642
B97,c,h068,-0.002088,-0.00042398648340380077
B100,a,h068,-0.001128,-0.00022905016919515678
B13,a,h069,-0.002304,-0.0004678471541007457
B26,c,h069,-0.00984,-0.0019980972206386015
B27,c,h069,-0.002304,-0.0004678471541007457
B29,c,h069,-0.000576,-0.00011696178852518642
B30,c,h069,-0.001152,-0.00023392357705037285
B32,c,h069,-0.001488,-0.0003021512870233983
B40,a,h069,-0.001416,-0.00028753106345775
B52,c,h069,-0.002784,-0.0005653153112050677
B61,c,h069,-0.001968,-0.0003996194441277203
B78,c,h069,-0.003456,-0.0007017707311511186
B79,c,h069,-0.000816,-0.00016569586707734744
B80,c,h069,-0.005376000000000001,-0.0010916433595684067
B85,a,h069,-0.003072,-0.0006237962054676609
B86,a,h069,-0.004608,-0.0009356943082014914
B91,a,h069,-0.0026880000000000003,-0.0005458216797842034
B94,b,h069,-0.006528,-0.0013255669366187795
B95,b,h069,-0.00576,-0.0011696178852518642
B97,c,h069,-0.003072,-0.0006237962054676609
B100,a,h069,-0.003456,-0.0007017707311511186
B13,a,h070,-0.002304,-0.0004678471541007457
B26,c,h070,-0.00384,-0.0007797452568345763
B27,c,h070,-0.00576,-0.0011696178852518642
B29,c,h070,-0.000384,-7.797452568345762e-5
B30,c,h070,-0.001152,-0.00023392357705037285
B32,c,h070,-0.00192,-0.00038987262841728813
B40,a,h070,-0.002304,-0.0004678471541007457
B52,c,h070,-0.00384,-0.0007797452568345763
B61,c,h070,-0.003072,-0.0006237962054676609
B78,c,h070,-0.001536,-0.00031189810273383046
