bus_id,phase,scenario,p_pu,q_pu
B79,c,h070,-0.001152,-0.00023392357705037285
B80,c,h070,-0.004608,-0.0009356943082014914
B85,a,h070,-0.002304,-0.0004678471541007457
B86,a,h070,-0.006912,-0.0014035414623022372
B91,a,h070,-0.001536,-0.00031189810273383046
B94,b,h070,-0.00768,-0.0015594905136691525
B95,b,h070,-0.00576,-0.0011696178852518642
B97,c,h070,-0.0026880000000000003,-0.0005458216797842034
B100,a,h070,-0.003456,-0.0007017707311511186
B13,a,h071,-0.001536,-0.00031189810273383046
B26,c,h071,-0.004224,-0.0008577197825180339
B27,c,h071,-0.003072,-0.0006237962054676609
B29,c,h071,-0.000384,-7.797452568345762e-5
B30,c,h071,-0.001152,-0.00023392357705037285
B32,c,h071,-0.00192,-0.00038987262841728813
B40,a,h071,-0.001152,-0.00023392357705037285
B52,c,h071,-0.004608,-0.0009356943082014914
B61,c,h071,-0.001536,-0.00031189810273383046
B78,c,h071,-0.002304,-0.0004678471541007457
B79,c,h071,-0.002304,-0.0004678471541007457
B80,c,h071,-0.00768,-0.0015594905136691525
B85,a,h071,-0.001536,-0.00031189810273383046
B86,a,h071,-0.002304,-0.0004678471541007457
B91,a,h071,-0.0026880000000000003,-0.0005458216797842034
B94,b,h071,-0.00768,-0.0015594905136691525
B95,b,h071,-0.00576,-0.0011696178852518642
B97,c,h071,-0.003072,-0.0006237962054676609
B100,a,h071,-0.00384,-0.0007797452568345763
B13,a,h072,-0.001536,-0.00031189810273383046
B26,c,h072,-0.0026880000000000003,-0.0005458216797842034
B27,c,h072,-0.001152,-0.00023392357705037285
B29,c,h072,-0.000768,-0.00015594905136691523
B30,c,h072,-0.001152,-0.00023392357705037285
B32,c,h072,-0.001536,-0.00031189810273383046
B40,a,h072,-0.001536,-0.00031189810273383046
B52,c,h072,-0.004224,-0.0008577197825180339
B61,c,h072,-0.001536,-0.00031189810273383046
B73,b,h072,-0.000384,-7.797452568345762e-5
B78,c,h072,-0.00192,-0.00038987262841728813
B79,c,h072,-0.000768,-0.00015594905136691523
B80,c,h072,-0.009216,-0.0018713886164029828
B85,a,h072,-0.001152,-0.00023392357705037285
B86,a,h072,-0.000768,-0.00015594905136691523
B91,a,h072,-0.002304,-0.0004678471541007457
B94,b,h072,-0.008448,-0.0017154395650360679
B95,b,h072,-0.005376000000000001,-0.0010916433595684067
B97,c,h072,-0.002304,-0.0004678471541007457
B100,a,h072,-0.003456,-0.0007017707311511186
B13,a,h073,-0.00192,-0.00038987262841728813
B26,c,h073,-0.0026880000000000003,-0.0005458216797842034
B27,c,h073,-0.001152,-0.00023392357705037285
B29,c,h073,-0.000768,-0.00015594905136691523
B30,c,h073,-0.002304,-0.0004678471541007457
B32,c,h073,-0.00192,-0.00038987262841728813
B40,a,h073,-0.001536,-0.00031189810273383046
B52,c,h073,-0.006528,-0.0013255669366187795
B61,c,h073,-0.001152,-0.00023392357705037285
B78,c,h073,-0.002304,-0.0004678471541007457
B79,c,h073,-0.000768,-0.00015594905136691523
B80,c,h073,-0.00768,-0.0015594905136691525
B85,a,h073,-0.000384,-7.797452568345762e-5
B86,a,h073,-0.001536,-0.00031189810273383046
B91,a,h073,-0.001152,-0.00023392357705037285
B94,b,h073,-0.008064,-0.00163746503935261
B95,b,h073,-0.005376000000000001,-0.0010916433595684067
B97,c,h073,-0.0026880000000000003,-0.0005458216797842034
B100,a,h073,-0.003456,-0.0007017707311511186
B13,a,h074,-0.001536,-0.00031189810273383046
B26,c,h074,-0.002304,-0.0004678471541007457
B27,c,h074,-0.001152,-0.00023392357705037285
B29,c,h074,-0.001152,-0.00023392357705037285
B30,c,h074,-0.000768,-0.00015594905136691523
B32,c,h074,-0.00192,-0.00038987262841728813
B40,a,h074,-0.00192,-0.00038987262841728813
B52,c,h074,-0.00384,-0.0007797452568345763
B61,c,h074,-0.00192,-0.00038987262841728813
B78,c,h074,-0.001536,-0.00031189810273383046
B79,c,h074,-0.000384,-7.797452568345762e-5
B80,c,h074,-0.004608,-0.0009356943082014914
B85,a,h074,-0.00192,-0.00038987262841728813
B86,a,h074,-0.000384,-7.797452568345762e-5
B91,a,h074,-0.000768,-0.00015594905136691523
B94,b,h074,-0.008448,-0.0017154395650360679
B95,b,h074,-0.005376000000000001,-0.0010916433595684067
B97,c,h074,-0.0026880000000000003,-0.0005458216797842034
B100,a,h074,-0.003072,-0.0006237962054676609
B13,a,h075,-0.001536,-0.00031189810273383046
B26,c,h075,-0.003072,-0.0006237962054676609
B27,c,h075,-0.001152,-0.00023392357705037285
B29,c,h075,-0.001152,-0.00023392357705037285
B30,c,h075,-0.001152,-0.00023392357705037285
B32,c,h075,-0.001536,-0.00031189810273383046
B40,a,h075,-0.001536,-0.00031189810273383046
B52,c,h075,-0.00384,-0.0007797452568345763
B61,c,h075,-0.001536,-0.00031189810273383046
B78,c,h075,-0.007296,-0.0014815159879856949
B79,c,h075,-0.000384,-7.797452568345762e-5
B80,c,h075,-0.004992,-0.001013668833884949
B85,a,h075,-0.001152,-0.00023392357705037285
B86,a,h075,-0.000384,-7.797452568345762e-5
B91,a,h075,-0.000768,-0.00015594905136691523
B94,b,h075,-0.008832,-0.0017934140907195253
B95,b,h075,-0.00576,-0.0011696178852518642
B97,c,h075,-0.0026880000000000003,-0.0005458216797842034
B100,a,h075,-0.003456,-0.0007017707311511186
B13,a,h076,-0.001536,-0.00031189810273383046
B26,c,h076,-0.003072,-0.0006237962054676609
B27,c,h076,-0.001152,-0.00023392357705037285
B29,c,h076,-0.001152,-0.00023392357705037285
B30,c,h076,-0.000768,-0.00015594905136691523
B32,c,h076,-0.002304,-0.0004678471541007457
B40,a,h076,-0.001152,-0.00023392357705037285
B52,c,h076,-0.004224,-0.0008577197825180339
B61,c,h076,-0.0026880000000000003,-0.0005458216797842034
B78,c,h076,-0.003456,-0.0007017707311511186
B79,c,h076,-0.000768,-0.00015594905136691523
B80,c,h076,-0.004608,-0.0009356943082014914
B85,a,h076,-0.001152,-0.00023392357705037285
B86,a,h076,-0.00192,-0.00038987262841728813
B91,a,h076,-0.006144,-0.0012475924109353219
B94,b,h076,-0.008832,-0.0017934140907195253
B95,b,h076,-0.004992,-0.001013668833884949
B97,c,h076,-0.002304,-0.0004678471541007457
B100,a,h076,-0.003456,-0.0007017707311511186
B13,a,h077,-0.001536,-0.00031189810273383046
B26,c,h077,-0.002304,-0.0004678471541007457
B27,c,h077,-0.003456,-0.0007017707311511186
B29,c,h077,-0.001152,-0.00023392357705037285
B30,c,h077,-0.000384,-7.797452568345762e-5
B32,c,h077,-0.00192,-0.00038987262841728813
B40,a,h077,-0.001152,-0.00023392357705037285
B52,c,h077,-0.004224,-0.0008577197825180339
B61,c,h077,-0.001536,-0.00031189810273383046
B78,c,h077,-0.001152,-0.00023392357705037285
B79,c,h077,-0.000768,-0.00015594905136691523
B80,c,h077,-0.006528,-0.0013255669366187795
B85,a,h077,-0.001152,-0.00023392357705037285
B86,a,h077,-0.000384,-7.797452568345762e-5
B91,a,h077,-0.000768,-0.00015594905136691523
B94,b,h077,-0.008832,-0.0017934140907195253
B95,b,h077,-0.005376000000000001,-0.0010916433595684067
B97,c,h077,-0.003072,-0.0006237962054676609
B100,a,h077,-0.003456,-0.0007017707311511186
B13,a,h078,-0.0026880000000000003,-0.0005458216797842034
B26,c,h078,-0.003072,-0.0006237962054676609
B27,c,h078,-0.006528,-0.0013255669366187795
B29,c,h078,-0.000384,-7.797452568345762e-5
B30,c,h078,-0.000768,-0.00015594905136691523
B32,c,h078,-0.00192,-0.00038987262841728813
B40,a,h078,-0.001536,-0.00031189810273383046
B52,c,h078,-0.004224,-0.0008577197825180339
B61,c,h078,-0.003072,-0.0006237962054676609
B78,c,h078,-0.004224,-0.0008577197825180339
B79,c,h078,-0.001536,-0.00031189810273383046
B80,c,h078,-0.00384,-0.0007797452568345763
B85,a,h078,-0.0026880000000000003,-0.0005458216797842034
B86,a,h078,-0.000768,-0.00015594905136691523
B91,a,h078,-0.001152,-0.00023392357705037285
B94,b,h078,-0.008832,-0.0017934140907195253
B95,b,h078,-0.005376000000000001,-0.0010916433595684067
B97,c,h078,-0.002304,-0.0004678471541007457
B100,a,h078,-0.003456,-0.0007017707311511186
B13,a,h079,-0.00384,-0.0007797452568345763
B26,c,h079,-0.00384,-0.0007797452568345763
B27,c,h079,-0.004608,-0.0009356943082014914
B29,c,h079,-0.000768,-0.00015594905136691523
B30,c,h079,-0.000768,-0.00015594905136691523
B32,c,h079,-0.002304,-0.0004678471541007457
B40,a,h079,-0.002304,-0.0004678471541007457
B52,c,h079,-0.004224,-0.0008577197825180339
B61,c,h079,-0.002304,-0.0004678471541007457
B78,c,h079,-0.00192,-0.00038987262841728813
B79,c,h079,-0.000768,-0.00015594905136691523
B80,c,h079,-0.0026880000000000003,-0.0005458216797842034
B85,a,h079,-0.00192,-0.00038987262841728813
B86,a,h079,-0.001536,-0.00031189810273383046
B91,a,h079,-0.000768,-0.00015594905136691523
B94,b,h079,-0.008448,-0.0017154395650360679
B95,b,h079,-0.00576,-0.0011696178852518642
B97,c,h079,-0.0026880000000000003,-0.0005458216797842034
B100,a,h079,-0.00384,-0.0007797452568345763
B13,a,h080,-0.006144,-0.0012475924109353219
B26,c,h080,-0.0026880000000000003,-0.0005458216797842034
B27,c,h080,-0.002304,-0.0004678471541007457
B29,c,h080,-0.001152,-0.00023392357705037285
B30,c,h080,-0.001152,-0.00023392357705037285
B32,c,h080,-0.00192,-0.00038987262841728813
B40,a,h080,-0.002304,-0.0004678471541007457
B52,c,h080,-0.006528,-0.0013255669366187795
B61,c,h080,-0.003456,-0.0007017707311511186
B78,c,h080,-0.001536,-0.00031189810273383046
B79,c,h080,-0.001152,-0.00023392357705037285
B80,c,h080,-0.000384,-7.797452568345762e-5
B85,a,h080,-0.001536,-0.00031189810273383046
B86,a,h080,-0.00192,-0.00038987262841728813
B91,a,h080,-0.000768,-0.00015594905136691523
B94,b,h080,-0.009984,-0.002027337667769898
B95,b,h080,-0.00576,-0.0011696178852518642
B97,c,h080,-0.002304,-0.0004678471541007457
B100,a,h080,-0.003456,-0.0007017707311511186
B13,a,h081,-0.00384,-0.0007797452568345763
B26,c,h081,-0.00192,-0.00038987262841728813
B27,c,h081,-0.003072,-0.0006237962054676609
B29,c,h081,-0.001152,-0.00023392357705037285
B30,c,h081,-0.001152,-0.00023392357705037285
B32,c,h081,-0.003456,-0.0007017707311511186
B40,a,h081,-0.00192,-0.00038987262841728813
B52,c,h081,-0.004992,-0.001013668833884949
B61,c,h081,-0.002304,-0.0004678471541007457
B78,c,h081,-0.001536,-0.00031189810273383046
B79,c,h081,-0.001152,-0.00023392357705037285
B80,c,h081,-0.001152,-0.00023392357705037285
B85,a,h081,-0.0026880000000000003,-0.0005458216797842034
B86,a,h081,-0.00192,-0.00038987262841728813
B91,a,h081,-0.002304,-0.0004678471541007457
B94,b,h081,-0.009984,-0.002027337667769898
B95,b,h081,-0.005376000000000001,-0.0010916433595684067
B97,c,h081,-0.0026880000000000003,-0.0005458216797842034
B100,a,h081,-0.003456,-0.0007017707311511186
B13,a,h082,-0.003072,-0.0006237962054676609
B26,c,h082,-0.0026880000000000003,-0.0005458216797842034
B27,c,h082,-0.001536,-0.00031189810273383046
B29,c,h082,-0.001152,-0.00023392357705037285
B30,c,h082,-0.00576,-0.0011696178852518642
B32,c,h082,-0.001536,-0.00031189810273383046
B40,a,h082,-0.00192,-0.00038987262841728813
B52,c,h082,-0.004224,-0.0008577197825180339
B61,c,h082,-0.002304,-0.0004678471541007457
B78,c,h082,-0.0026880000000000003,-0.0005458216797842034
B79,c,h082,-0.000768,-0.00015594905136691523
B80,c,h082,-0.008832,-0.0017934140907195253
B85,a,h082,-0.002304,-0.0004678471541007457
B86,a,h082,-0.00192,-0.00038987262841728813
B91,a,h082,-0.000768,-0.00015594905136691523
B94,b,h082,-0.009984,-0.002027337667769898
B95,b,h082,-0.00576,-0.0011696178852518642
B97,c,h082,-0.00192,-0.00038987262841728813
B100,a,h082,-0.003456,-0.0007017707311511186
B13,a,h083,-0.005376000000000001,-0.0010916433595684067
B26,c,h083,-0.002304,-0.0004678471541007457
B27,c,h083,-0.001536,-0.00031189810273383046
B29,c,h083,-0.00192,-0.00038987262841728813
B30,c,h083,-0.003072,-0.0006237962054676609
B32,c,h083,-0.0026880000000000003,-0.0005458216797842034
B40,a,h083,-0.008064,-0.00163746503935261
B52,c,h083,-0.00384,-0.0007797452568345763
B61,c,h083,-0.0026880000000000003,-0.0005458216797842034
B73,b,h083,-0.000384,-7.797452568345762e-5
B78,c,h083,-0.020736,-0.004210624386906711
B79,c,h083,-0.001152,-0.00023392357705037285
B80,c,h083,-0.008832,-0.0017934140907195253
B85,a,h083,-0.0026880000000000003,-0.0005458216797842034
B86,a,h083,-0.00192,-0.00038987262841728813
B91,a,h083,-0.001152,-0.00023392357705037285
B94,b,h083,-0.009984,-0.002027337667769898
B95,b,h083,-0.006144,-0.0012475924109353219
B97,c,h083,-0.00192,-0.00038987262841728813
B100,a,h083,-0.00384,-0.0007797452568345763
B13,a,h084,-0.004224,-0.0008577197825180339
B26,c,h084,-0.002304,-0.0004678471541007457
B27,c,h084,-0.001536,-0.00031189810273383046
B29,c,h084,-0.001152,-0.00023392357705037285
B30,c,h084,-0.003456,-0.0007017707311511186
B32,c,h084,-0.0026880000000000003,-0.0005458216797842034
B40,a,h084,-0.006144,-0.0012475924109353219
B52,c,h084,-0.004224,-0.0008577197825180339
B61,c,h084,-0.002304,-0.0004678471541007457
B78,c,h084,-0.009984,-0.002027337667769898
B79,c,h084,-0.00192,-0.00038987262841728813
B80,c,h084,-0.008832,-0.0017934140907195253
B85,a,h084,-0.002304,-0.0004678471541007457
B86,a,h084,-0.001152,-0.00023392357705037285
B91,a,h084,-0.0026880000000000003,-0.0005458216797842034
B94,b,h084,-0.009984,-0.002027337667769898
B95,b,h084,-0.006528,-0.0013255669366187795
B97,c,h084,-0.00192,-0.00038987262841728813
B100,a,h084,-0.003456,-0.0007017707311511186
B13,a,h085,-0.003072,-0.0006237962054676609
B26,c,h085,-0.002304,-0.0004678471541007457
B27,c,h085,-0.001536,-0.00031189810273383046
B29,c,h085,-0.000768,-0.00015594905136691523
B30,c,h085,-0.000768,-0.00015594905136691523
B32,c,h085,-0.0026880000000000003,-0.0005458216797842034
B40,a,h085,-0.0026880000000000003,-0.0005458216797842034
B52,c,h085,-0.00384,-0.0007797452568345763
B61,c,h085,-0.00192,-0.00038987262841728813
B78,c,h085,-0.004224,-0.0008577197825180339
B79,c,h085,-0.001152,-0.00023392357705037285
B80,c,h085,-0.008064,-0.00163746503935261
B85,a,h085,-0.003456,-0.0007017707311511186
B86,a,h085,-0.002304,-0.0004678471541007457
B91,a,h085,-0.00192,-0.00038987262841728813
B94,b,h085,-0.009600000000000001,-0.0019493631420864407
B95,b,h085,-0.006144,-0.0012475924109353219
B97,c,h085,-0.002304,-0.0004678471541007457
B100,a,h085,-0.003456,-0.0007017707311511186
B13,a,h086,-0.0026880000000000003,-0.0005458216797842034
B26,c,h086,-0.00192,-0.00038987262841728813
B27,c,h086,-0.00192,-0.00038987262841728813
B29,c,h086,-0.001152,-0.00023392357705037285
B30,c,h086,-0.000768,-0.00015594905136691523
B32,c,h086,-0.002304,-0.0004678471541007457
B40,a,h086,-0.002304,-0.0004678471541007457
B52,c,h086,-0.00384,-0.0007797452568345763
B61,c,h086,-0.0026880000000000003,-0.0005458216797842034
B78,c,h086,-0.003072,-0.0006237962054676609
B79,c,h086,-0.000384,-7.797452568345762e-5
B80,c,h086,-0.008448,-0.0017154395650360679
B85,a,h086,-0.003456,-0.0007017707311511186
B86,a,h086,-0.001152,-0.00023392357705037285
B91,a,h086,-0.00768,-0.0015594905136691525
B94,b,h086,-0.009216,-0.0018713886164029828
B95,b,h086,-0.00576,-0.0011696178852518642
B97,c,h086,-0.00192,-0.00038987262841728813
B100,a,h086,-0.003456,-0.0007017707311511186
B13,a,h087,-0.001152,-0.00023392357705037285
B26,c,h087,-0.002304,-0.0004678471541007457
B27,c,h087,-0.001152,-0.00023392357705037285
B29,c,h087,-0.00192,-0.00038987262841728813
B30,c,h087,-0.00192,-0.00038987262841728813
B32,c,h087,-0.002304,-0.0004678471541007457
B40,a,h087,-0.005376000000000001,-0.0010916433595684067
B52,c,h087,-0.005376000000000001,-0.0010916433595684067
B61,c,h087,-0.0026880000000000003,-0.0005458216797842034
B78,c,h087,-0.010368,-0.0021053121934533556
B79,c,h087,-0.000768,-0.00015594905136691523
B80,c,h087,-0.009216,-0.0018713886164029828
B85,a,h087,-0.003072,-0.0006237962054676609
B86,a,h087,-0.001536,-0.00031189810273383046
B91,a,h087,-0.005376000000000001,-0.0010916433595684067
B94,b,h087,-0.009216,-0.0018713886164029828
B95,b,h087,-0.00576,-0.0011696178852518642
B97,c,h087,-0.00192,-0.00038987262841728813
B100,a,h087,-0.003456,-0.0007017707311511186
B13,a,h088,-0.001536,-0.00031189810273383046
B26,c,h088,-0.0026880000000000003,-0.0005458216797842034
B27,c,h088,-0.001536,-0.00031189810273383046
B29,c,h088,-0.001152,-0.00023392357705037285
B30,c,h088,-0.004608,-0.0009356943082014914
B32,c,h088,-0.0026880000000000003,-0.0005458216797842034
B40,a,h088,-0.002304,-0.0004678471541007457
B52,c,h088,-0.00576,-0.0011696178852518642
B61,c,h088,-0.00192,-0.00038987262841728813
B78,c,h088,-0.003072,-0.0006237962054676609
B79,c,h088,-0.002304,-0.0004678471541007457
B80,c,h088,-0.008832,-0.0017934140907195253
B85,a,h088,-0.0026880000000000003,-0.0005458216797842034
B86,a,h088,-0.007296,-0.0014815159879856949
B91,a,h088,-0.0026880000000000003,-0.0005458216797842034
B94,b,h088,-0.009216,-0.0018713886164029828
B95,b,h088,-0.006144,-0.0012475924109353219
B97,c,h088,-0.002304,-0.0004678471541007457
B100,a,h088,-0.00384,-0.0007797452568345763
B13,a,h089,-0.002304,-0.0004678471541007457
B26,c,h089,-0.003456,-0.0007017707311511186
B27,c,h089,-0.004608,-0.0009356943082014914
B29,c,h089,-0.000768,-0.00015594905136691523
B30,c,h089,-0.000768,-0.00015594905136691523
B32,c,h089,-0.003072,-0.0006237962054676609
B40,a,h089,-0.002304,-0.0004678471541007457
B52,c,h089,-0.004224,-0.0008577197825180339
B61,c,h089,-0.001536,-0.00031189810273383046
B78,c,h089,-0.006528,-0.0013255669366187795
B79,c,h089,-0.000768,-0.00015594905136691523
B80,c,h089,-0.008832,-0.0017934140907195253
B85,a,h089,-0.002304,-0.0004678471541007457
B86,a,h089,-0.001536,-0.00031189810273383046
B91,a,h089,-0.000768,-0.00015594905136691523
B94,b,h089,-0.009216,-0.0018713886164029828
B95,b,h089,-0.00576,-0.0011696178852518642
B97,c,h089,-0.00192,-0.00038987262841728813
B100,a,h089,-0.003456,-0.0007017707311511186
B13,a,h090,-0.00192,-0.00038987262841728813
B26,c,h090,-0.011136,-0.002261261244820271
B27,c,h090,-0.003456,-0.0007017707311511186
B29,c,h090,-0.000384,-7.797452568345762e-5
B30,c,h090,-0.000768,-0.00015594905136691523
B32,c,h090,-0.004224,-0.0008577197825180339
B40,a,h090,-0.00114,-0.0002314868731227648
B52,c,h090,-0.00384,-0.0007797452568345763
B61,c,h090,-0.001536,-0.00031189810273383046
B78,c,h090,-0.010368,-0.0021053121934533556
B79,c,h090,-0.00192,-0.00038987262841728813
B80,c,h090,-0.01152,-0.0023392357705037284
B85,a,h090,-0.001152,-0.00023392357705037285
B86,a,h090,-0.002304,-0.0004678471541007457
B91,a,h090,-0.002304,-0.0004678471541007457
B94,b,h090,-0.009216,-0.0018713886164029828
B95,b,h090,-0.00576,-0.0011696178852518642
B97,c,h090,-0.00192,-0.00038987262841728813
B100,a,h090,-0.000798,-0.00016204081118593536
B13,a,h091,-0.00192,-0.00038987262841728813
B26,c,h091,-0.0026880000000000003,-0.0005458216797842034
B27,c,h091,-0.006144,-0.0012475924109353219
B29,c,h091,-0.000768,-0.00015594905136691523
B30,c,h091,-0.000768,-0.00015594905136691523
B32,c,h091,-0.003072,-0.0006237962054676609
B52,c,h091,-0.004608,-0.0009356943082014914
B61,c,h091,-0.003072,-0.0006237962054676609
B78,c,h091,-0.003456,-0.0007017707311511186
B79,c,h091,-0.000768,-0.00015594905136691523
B80,c,h091,-0.010368,-0.0021053121934533556
B85,a,h091,-0.001536,-0.00031189810273383046
B86,a,h091,-0.001536,-0.00031189810273383046
B91,a,h091,-0.00384,-0.0007797452568345763
B94,b,h091,-0.009600000000000001,-0.0019493631420864407
B95,b,h091,-0.00576,-0.0011696178852518642
B97,c,h091,-0.002304,-0.0004678471541007457
B13,a,h092,-0.003072,-0.0006237962054676609
B26,c,h092,-0.004992,-0.001013668833884949
B27,c,h092,-0.007296,-0.0014815159879856949
B29,c,h092,-0.000384,-7.797452568345762e-5
B30,c,h092,-0.000768,-0.00015594905136691523
B32,c,h092,-0.00192,-0.00038987262841728813
B40,a,h092,-0.003036,-0.0006164860936848368
B52,c,h092,-0.009216,-0.0018713886164029828
B61,c,h092,-0.001536,-0.00031189810273383046
B78,c,h092,-0.001152,-0.00023392357705037285
B79,c,h092,-0.003456,-0.0007017707311511186
B80,c,h092,-0.005376000000000001,-0.0010916433595684067
B85,a,h092,-0.003456,-0.0007017707311511186
B86,a,h092,-0.004224,-0.0008577197825180339
B91,a,h092,-0.0026880000000000003,-0.0005458216797842034
B94,b,h092,-0.009600000000000001,-0.0019493631420864407
B95,b,h092,-0.006144,-0.0012475924109353219
B97,c,h092,-0.00192,-0.00038987262841728813
B100,a,h092,-0.00201,-0.0004081479078743485
B13,a,h093,-0.001536,-0.00031189810273383046
B26,c,h093,-0.0026880000000000003,-0.0005458216797842034
B27,c,h093,-0.008448,-0.0017154395650360679
B29,c,h093,-0.001152,-0.00023392357705037285
B30,c,h093,-0.002304,-0.0004678471541007457
B32,c,h093,-0.002304,-0.0004678471541007457
B40,a,h093,-0.002304,-0.0004678471541007457
B52,c,h093,-0.01728,-0.0035088536557555928
B61,c,h093,-0.0026880000000000003,-0.0005458216797842034
B73,b,h093,-0.000384,-7.797452568345762e-5
B78,c,h093,-0.000768,-0.00015594905136691523
B79,c,h093,-0.000768,-0.00015594905136691523
B80,c,h093,-0.00768,-0.0015594905136691525
B85,a,h093,-0.002304,-0.0004678471541007457
B86,a,h093,-0.007296,-0.0014815159879856949
B91,a,h093,-0.009216,-0.0018713886164029828
B94,b,h093,-0.008832,-0.0017934140907195253
B95,b,h093,-0.00576,-0.0011696178852518642
B97,c,h093,-0.0026880000000000003,-0.0005458216797842034
B100,a,h093,-0.003072,-0.0006237962054676609
B13,a,h094,-0.00192,-0.00038987262841728813
B26,c,h094,-0.003456,-0.0007017707311511186
B27,c,h094,-0.006912,-0.0014035414623022372
B29,c,h094,-0.001152,-0.00023392357705037285
B30,c,h094,-0.000768,-0.00015594905136691523
B32,c,h094,-0.0026880000000000003,-0.0005458216797842034
B40,a,h094,-0.004992,-0.001013668833884949
B52,c,h094,-0.004992,-0.001013668833884949
B61,c,h094,-0.003456,-0.0007017707311511186
B78,c,h094,-0.000768,-0.00015594905136691523
B79,c,h094,-0.002304,-0.0004678471541007457
B80,c,h094,-0.00384,-0.0007797452568345763
B85,a,h094,-0.00192,-0.00038987262841728813
B86,a,h094,-0.000768,-0.00015594905136691523
B91,a,h094,-0.001536,-0.00031189810273383046
B94,b,h094,-0.009216,-0.0018713886164029828
B95,b,h094,-0.00576,-0.0011696178852518642
B97,c,h094,-0.00192,-0.00038987262841728813
B100,a,h094,-0.003456,-0.0007017707311511186
B13,a,h095,-0.001152,-0.00023392357705037285
B26,c,h095,-0.0026880000000000003,-0.0005458216797842034
B27,c,h095,-0.004224,-0.0008577197825180339
B29,c,h095,-0.000768,-0.00015594905136691523
B30,c,h095,-0.000768,-0.00015594905136691523
B32,c,h095,-0.00192,-0.00038987262841728813
B40,a,h095,-0.006528,-0.0013255669366187795
B52,c,h095,-0.00384,-0.0007797452568345763
B61,c,h095,-0.003456,-0.0007017707311511186
B78,c,h095,-0.000768,-0.00015594905136691523
B79,c,h095,-0.000768,-0.00015594905136691523
B80,c,h095,-0.004608,-0.0009356943082014914
B85,a,h095,-0.000768,-0.00015594905136691523
B86,a,h095,-0.000768,-0.00015594905136691523
B91,a,h095,-0.000768,-0.00015594905136691523
B94,b,h095,-0.009216,-0.0018713886164029828
B95,b,h095,-0.005376000000000001,-0.0010916433595684067
B97,c,h095,-0.002304,-0.0004678471541007457
B100,a,h095,-0.003072,-0.0006237962054676609
B13,a,h096,-0.000768,-0.00015594905136691523
B26,c,h096,-0.001536,-0.00031189810273383046
B27,c,h096,-0.006144,-0.0012475924109353219
B29,c,h096,-0.000768,-0.00015594905136691523
B30,c,h096,-0.000768,-0.00015594905136691523
B32,c,h096,-0.002304,-0.0004678471541007457
B40,a,h096,-0.001536,-0.00031189810273383046
B52,c,h096,-0.00384,-0.0007797452568345763
B61,c,h096,-0.002304,-0.0004678471541007457
B78,c,h096,-0.000768,-0.00015594905136691523
B79,c,h096,-0.000768,-0.00015594905136691523
B80,c,h096,-0.004992,-0.001013668833884949
B85,a,h096,-0.001152,-0.00023392357705037285
B86,a,h096,-0.000384,-7.797452568345762e-5
B91,a,h096,-0.003072,-0.0006237962054676609
B94,b,h096,-0.009600000000000001,-0.0019493631420864407
B95,b,h096,-0.005376000000000001,-0.0010916433595684067
B97,c,h096,-0.00192,-0.00038987262841728813
B100,a,h096,-0.003072,-0.0006237962054676609
B13,a,h097,-0.001152,-0.00023392357705037285
B26,c,h097,-0.001536,-0.00031189810273383046
B27,c,h097,-0.003456,-0.0007017707311511186
B29,c,h097,-0.000384,-7.797452568345762e-5
B30,c,h097,-0.000768,-0.00015594905136691523
B32,c,h097,-0.00192,-0.00038987262841728813
B40,a,h097,-0.001152,-0.00023392357705037285
B52,c,h097,-0.004224,-0.0008577197825180339
B61,c,h097,-0.00192,-0.00038987262841728813
B78,c,h097,-0.000768,-0.00015594905136691523
B79,c,h097,-0.000768,-0.00015594905136691523
B80,c,h097,-0.004224,-0.0008577197825180339
B85,a,h097,-0.000768,-0.00015594905136691523
B86,a,h097,-0.000384,-7.797452568345762e-5
B91,a,h097,-0.001152,-0.00023392357705037285
B94,b,h097,-0.009216,-0.0018713886164029828
B95,b,h097,-0.005376000000000001,-0.0010916433595684067
B97,c,h097,-0.002304,-0.0004678471541007457
B100,a,h097,-0.003456,-0.0007017707311511186
B13,a,h098,-0.001152,-0.00023392357705037285
B26,c,h098,-0.001152,-0.00023392357705037285
B27,c,h098,-0.0026880000000000003,-0.0005458216797842034
B29,c,h098,-0.000768,-0.00015594905136691523
B30,c,h098,-0.000384,-7.797452568345762e-5
B32,c,h098,-0.002304,-0.0004678471541007457
B40,a,h098,-0.000768,-0.00015594905136691523
B52,c,h098,-0.00384,-0.0007797452568345763
B61,c,h098,-0.001152,-0.00023392357705037285
B78,c,h098,-0.00384,-0.0007797452568345763
B79,c,h098,-0.000384,-7.797452568345762e-5
B80,c,h098,-0.004992,-0.001013668833884949
B85,a,h098,-0.000768,-0.00015594905136691523
B86,a,h098,-0.000768,-0.00015594905136691523
B91,a,h098,-0.000768,-0.00015594905136691523
B94,b,h098,-0.009216,-0.0018713886164029828
B95,b,h098,-0.005376000000000001,-0.0010916433595684067
B97,c,h098,-0.003072,-0.0006237962054676609
B100,a,h098,-0.003456,-0.0007017707311511186
B13,a,h099,-0.000768,-0.00015594905136691523
B26,c,h099,-0.00192,-0.00038987262841728813
B27,c,h099,-0.001152,-0.00023392357705037285
B29,c,h099,-0.000768,-0.00015594905136691523
B30,c,h099,-0.000768,-0.00015594905136691523
B32,c,h099,-0.00192,-0.00038987262841728813
